"NFICode";"NFIName";"originalName";"originalNameAuthorship";"acceptedName";"acceptedNameAuthorship";"taxonomicStatus";"taxonRank"
929;"Salix x sepulcralis";"Salix x sepulcralis";"Simonkai";"Salix × pendulina  nothof. × salamonii";"(Carrière) I.V.Belyaeva";"Accepted";"form"
8503;"Samadera indica";"Samadera indica";"Gaertn.";"Quassia indica";"(Gaertn.) Noot.";"Accepted";"species"
8505;"Samanea saman";"Samanea saman";"(Jacq.) Merr.";"Samanea saman";"(Jacq.) Merr.";"Accepted";"species"
8506;"Samanea spp.";"Samanea";"Merr.";"Samanea";"(Benth.) Merr.";"Accepted";"genus"
8509;"Sambucus nigra";"Sambucus nigra ssp. canadensis";"L.";"Sambucus canadensis";"L.";"Accepted";"species"
8527;"Sambucus nigra ssp. nigra";"Sambucus nigra ssp. nigra";"L.";"Sambucus nigra";"L.";"Accepted";"species"
6991;"Sambucus racemosa";"Sambucus racemosa";"L.";"Sambucus racemosa";"L.";"Accepted";"species"
8510;"Sambucus spp.";"Sambucus";"L.";"Sambucus";"L.";"Accepted";"genus"
8556;"Samyda dodecandra";"Samyda dodecandra";"Jacq.";"Samyda dodecandra";"Jacq.";"Accepted";"species"
8515;"Sandoricum koetjape";"Sandoricum koetjape";"(Burm. f.) Merr.";"Sandoricum koetjape";"Merr.";"Accepted";"species"
8518;"Santalum album";"Santalum album";"L.";"Santalum album";"L.";"Accepted";"species"
8516;"Santalum ellipticum";"Santalum ellipticum";"Gaudich.";"Santalum ellipticum";"Gaudich.";"Accepted";"species"
8517;"Santalum freycinetianum";"Santalum freycinetianum";"Gaudich.";"Santalum freycinetianum";"Gaudich.";"Accepted";"species"
8521;"Santalum haleakalae";"Santalum haleakalae";"Hillebr.";"Santalum haleakalae";"Hillebr.";"Accepted";"species"
8522;"Santalum paniculatum";"Santalum paniculatum";"Hook. & Arn.";"Santalum paniculatum";"Hook. & Arn.";"Accepted";"species"
8525;"Santalum salicifolium";"Santalum salicifolium";"Meurisse, nom. inq.";"Santalum salicifolium";"Meurisse";"Accepted";"species"
8526;"Santalum spp.";"Santalum";"L.";"Santalum";"L.";"Accepted";"genus"
8528;"Sapindus oahuense";"Sapindus oahuense";"Hillebr. ex Radlk.";"Sapindus oahuensis";"Hillebr. ex Radlk.";"Accepted";"species"
8529;"Sapindus saponaria";"Sapindus saponaria";"L.";"Sapindus saponaria";"L.";"Accepted";"species"
919;"Sapindus saponaria var. drummondii";"Sapindus saponaria var. drummondii";"L.";"Sapindus drummondii";"Hook. & Arn.";"Accepted";"species"
8531;"Sapindus spp.";"Sapindus";"L.";"Sapindus";"L.";"Accepted";"genus"
8532;"Sapindus vitiensis";"Sapindus vitiensis";;"Sapindus vitiensis";"A.Gray";"Accepted";"species"
8533;"Sapium glandulosum";"Sapium glandulosum";"(L.) Morong";"Sapium glandulosum";"(L.) Morong";"Accepted";"species"
8534;"Sapium indicum";"Sapium indicum";"Willd.";"Shirakiopsis indica";"(Willd.) Esser";"Accepted";"species"
8535;"Sapium laurifolium";"Sapium laurifolium";"(A. Rich.) Griseb.";"Sapium laurifolium";"(A.Rich.) Griseb.";"Accepted";"species"
8536;"Sapium laurocerasus";"Sapium laurocerasus";"Desf.";"Sapium laurocerasus";"Desf.";"Accepted";"species"
8544;"Sarcopygme pacifica";"Sarcopygme pacifica";"(Reinecke) Setch. & Christoph.";"Morinda pacifica";"(Reinecke) Razafim. & B.Bremer";"Accepted";"species"
931;"Sassafras albidum";"Sassafras albidum";"(Nutt.) Nees";"Sassafras albidum";"(Nutt.) Nees";"Accepted";"species"
8546;"Savia sessiliflora";"Savia sessiliflora";"(Sw.) Willd.";"Savia sessiliflora";"(Sw.) Willd.";"Accepted";"species"
8548;"Scaevola cerasifolia";"Scaevola x cerasifolia";"Skottsb. (pro sp.)";"Scaevola cerasifolia";"Skottsb.";"Accepted";"species"
8549;"Scaevola chamissoniana";"Scaevola chamissoniana";"Gaudich.";"Scaevola chamissoniana";"Gaudich.";"Accepted";"species"
8550;"Scaevola gaudichaudiana";"Scaevola gaudichaudiana";"Cham.";"Scaevola gaudichaudiana";"Cham.";"Accepted";"species"
8551;"Scaevola procera";"Scaevola procera";"Hillebr.";"Scaevola procera";"Hillebr.";"Accepted";"species"
8552;"Scaevola spp.";"Scaevola";"L.";"Scaevola";"L.";"Accepted";"genus"
8560;"Scaevola taccada";"Scaevola taccada";"(Gaertn.) Roxb.";"Scaevola taccada";"(Gaertn.) Roxb.";"Accepted";"species"
8554;"Schaefferia frutescens";"Schaefferia frutescens";"Jacq.";"Schaefferia frutescens";"Jacq.";"Accepted";"species"
8555;"Schaefferia spp.";"Schaefferia";"Jacq.";"Schaefferia";"Jacq.";"Accepted";"genus"
888;"Schefflera actinophylla";"Schefflera actinophylla";"(Endl.) Harms";"Heptapleurum actinophyllum";"(Endl.) Lowry & G.M.Plunkett";"Accepted";"species"
8557;"Schefflera gleasonii";"Schefflera gleasonii";"(Britton & P. Wilson) Alain";"Frodinia gleasonii";"(Britton & P.Wilson) Lowry & G.M.Plunkett";"Accepted";"species"
8553;"Schefflera kraemeri";"Schefflera kraemeri";;"Heptapleurum kraemeri";"(Harms) Lowry & G.M.Plunkett";"Accepted";"species"
8558;"Schefflera morototonii";"Schefflera morototonii";"(Aubl.) Maguire, Steyerm. & Frodin";"Didymopanax morototoni";"(Aubl.) Decne. & Planch.";"Accepted";"species"
8559;"Schefflera samoensis";"Schefflera samoensis";;"Schefflera samoensis";"(A.Gray) Harms";"Accepted";"species"
8561;"Schinus molle";"Schinus molle";"L.";"Schinus molle";"L.";"Accepted";"species"
8563;"Schinus terebinthifolius";"Schinus terebinthifolius";"Raddi";"Schinus terebinthifolia";"Raddi";"Accepted";"species"
8565;"Schizolobium parahybum";"Schizolobium parahybum";"(Vell.) S.F. Blake";"Schizolobium parahyba";"(Vell.) S.F.Blake";"Accepted";"species"
8567;"Schleichera oleosa";"Schleichera oleosa";"(Lour.) Oken";"Schleichera oleosa";"(Lour.) Oken";"Accepted";"species"
8571;"Schoepfia arenaria";"Schoepfia arenaria";"Britton";"Schoepfia arenaria";"Britton";"Accepted";"species"
8572;"Schoepfia obovata";"Schoepfia obovata";"C. Wright";"Schoepfia obovata";"C.Wright";"Accepted";"species"
8573;"Schoepfia schreberi";"Schoepfia schreberi";"J.F. Gmel.";"Schoepfia schreberi";"J.F.Gmel.";"Accepted";"species"
8577;"Scyphiphora hydrophyllacea";"Scyphiphora hydrophyllacea";"C.F. Gaertn., orth. var.";"Scyphiphora hydrophylacea";"C.F.Gaertn.";"Accepted";"species"
8583;"Securinega flexuosa";"Securinega flexuosa";;"Flueggea flexuosa";"Müll.Arg.";"Accepted";"species"
8585;"Semecarpus kraemeri";"Semecarpus kraemeri";;"Semecarpus kraemeri";"Lauterb.";"Accepted";"species"
8586;"Semecarpus venenosa";"Semecarpus venenosa";;"Semecarpus venenosa";"Volkens";"Accepted";"species"
8588;"Senna alata";"Senna alata";"(L.) Roxb.";"Senna alata";"(L.) Roxb.";"Accepted";"species"
8589;"Senna atomaria";"Senna atomaria";"(L.) Irwin & Barneby";"Senna atomaria";"(L.) H.S.Irwin & Barneby";"Accepted";"species"
7023;"Senna corymbosa";"Senna corymbosa";"(Lam.) Irwin & Barneby";"Senna corymbosa";"(Lam.) H.S.Irwin & Barneby";"Accepted";"species"
8590;"Senna gaudichaudii";"Senna gaudichaudii";"(Hook. & Arn.) Irwin & Barneby";"Senna gaudichaudii";"(Hook. & Arn.) H.S.Irwin & Barn";"Accepted";"species"
8591;"Senna multijuga";"Senna multijuga";"(Rich.) Irwin & Barneby";"Senna multijuga";"(Rich.) H.S.Irwin & Barneby";"Accepted";"species"
8592;"Senna pendula";"Senna pendula";"(Humb. & Bonpl. ex Willd.) Irwin & Barneby";"Senna pendula";"(Humb. & Bonpl. ex Willd.) H.S.Irwin & Barneby";"Accepted";"species"
8594;"Senna polyphylla";"Senna polyphylla";"(Jacq.) Irwin & Barneby";"Senna polyphylla";"(Jacq.) H.S.Irwin & Barneby";"Accepted";"species"
8595;"Senna septemtrionalis";"Senna septemtrionalis";"(Viv.) H. Irwin & Barneby";"Senna septemtrionalis";"(Viv.) H.S.Irwin & Barneby";"Accepted";"species"
8596;"Senna siamea";"Senna siamea";"(Lam.) Irwin & Barneby";"Senna siamea";"(Lam.) H.S.Irwin & Barneby";"Accepted";"species"
8597;"Senna spectabilis";"Senna spectabilis";"(DC.) Irwin & Barneby";"Senna spectabilis";"(DC.) H.S.Irwin & Barneby";"Accepted";"species"
8598;"Senna spp.";"Senna";"Mill.";"Senna";"Mill.";"Accepted";"genus"
8599;"Senna sulfurea";"Senna sulfurea";"(DC. ex Collad.) Irwin & Barneby";"Senna sulfurea";"(Collad.) H.S.Irwin & Barneby";"Accepted";"species"
8600;"Senna surattensis";"Senna surattensis";"(Burm. f.) Irwin & Barneby";"Senna surattensis";"(Burm.f.) H.S.Irwin & Barneby";"Accepted";"species"
211;"Sequoia sempervirens";"Sequoia sempervirens";"(Lamb. ex D. Don) Endl.";"Sequoia sempervirens";"(D.Don) Endl.";"Accepted";"species"
212;"Sequoiadendron giganteum";"Sequoiadendron giganteum";"(Lindl.) J. Buchholz";"Sequoiadendron giganteum";"(Lindl.) J.Buchholz";"Accepted";"species"
8601;"Serianthes kanehirae";"Serianthes kanehirae";"Fosberg";"Serianthes kanehirae";"Fosberg";"Accepted";"species"
8603;"Serianthes nelsonii";"Serianthes nelsonii";"Merr.";"Serianthes nelsonii";"Merr.";"Accepted";"species"
8605;"Sesbania grandiflora";"Sesbania grandiflora";"(L.) Poir.";"Sesbania grandiflora";"(L.) Poir.";"Accepted";"species"
8606;"Sesbania sesban";"Sesbania sesban";"(L.) Merr.";"Sesbania sesban";"(L.) Merr.";"Accepted";"species"
8607;"Sesbania spp.";"Sesbania";"Scop.";"Sesbania";"Scop.";"Accepted";"genus"
8608;"Shirakiopsis indica";"Shirakiopsis indica";"(Willd.) Esser";"Shirakiopsis indica";"(Willd.) Esser";"Accepted";"species"
8609;"Sida fallax";"Sida fallax";"Walp.";"Sida fallax";"Walp.";"Accepted";"species"
8610;"Sida spp.";"Sida";"L.";"Sida";"L.";"Accepted";"genus"
8612;"Sideroxylon celastrinum";"Sideroxylon celastrinum";"(Kunth) T.D. Penn.";"Sideroxylon celastrinum";"(Kunth) T.D.Penn.";"Accepted";"species"
8611;"Sideroxylon cubense";"Sideroxylon cubense";"(Griseb.) T.D. Penn.";"Sideroxylon cubense";"(Griseb.) T.D.Penn.";"Accepted";"species"
890;"Sideroxylon foetidissimum";"Sideroxylon foetidissimum";"Jacq.";"Sideroxylon foetidissimum";"Jacq.";"Accepted";"species"
8618;"Sideroxylon laetevirens";"Sideroxylon laetevirens";;"Planchonella laetevirens";"(Baill.) Pierre ex Dubard";"Accepted";"species"
381;"Sideroxylon lanuginosum ssp. lanuginosum";"Sideroxylon lanuginosum ssp. lanuginosum";"Michx.";"Sideroxylon lanuginosum";"Michx.";"Accepted";"species"
8615;"Sideroxylon lycioides";"Sideroxylon lycioides";"L.";"Sideroxylon lycioides";"L.";"Accepted";"species"
8613;"Sideroxylon obovatum";"Sideroxylon obovatum";"Lam.";"Sideroxylon obovatum";"Lam.";"Accepted";"species"
8621;"Sideroxylon persimile";"Sideroxylon persimile";;"Sideroxylon persimile";"(Hemsl.) T.D.Penn.";"Accepted";"species"
8614;"Sideroxylon portoricense";"Sideroxylon portoricense";"Urb.";"Sideroxylon portoricense";"Urb.";"Accepted";"species"
891;"Sideroxylon salicifolium";"Sideroxylon salicifolium";"(L.) Lam.";"Sideroxylon salicifolium";"(L.) Lam.";"Accepted";"species"
8616;"Sideroxylon tenax";"Sideroxylon tenax";"L.";"Sideroxylon tenax";"L.";"Accepted";"species"
895;"Simarouba glauca";"Simarouba glauca";"DC.";"Simarouba glauca";"DC.";"Accepted";"species"
8617;"Simarouba spp.";"Simarouba";"Aubl.";"Simarouba";"Aubl.";"Accepted";"genus"
8619;"Simarouba tulae";"Simarouba tulae";"Urb.";"Simarouba tulae";"Urb.";"Accepted";"species"
8620;"Siphoneugena densiflora";"Siphoneugena densiflora";"Berg";"Siphoneugena densiflora";"O.Berg";"Accepted";"species"
8623;"Sloanea amygdalina";"Sloanea amygdalina";"Griseb.";"Sloanea amygdalina";"Griseb.";"Accepted";"species"
8624;"Sloanea berteriana";"Sloanea berteriana";"Choisy ex DC.";"Sloanea berteroana";"Choisy ex DC.";"Accepted";"species"
8622;"Sloanea spp.";"Sloanea";"L.";"Sloanea";"L.";"Accepted";"genus"
8628;"Solanum americanum";"Solanum americanum";"Mill.";"Solanum americanum";"Mill.";"Accepted";"species"
8626;"Solanum bahamense";"Solanum bahamense var. bahamense";"L.";"Solanum bahamense";"L.";"Accepted";"species"
8627;"Solanum donianum";"Solanum donianum";"Walp.";"Solanum donianum";"Walp.";"Accepted";"species"
8629;"Solanum erianthum";"Solanum erianthum";"D. Don";"Solanum erianthum";"D.Don";"Accepted";"species"
8631;"Solanum mauritianum";"Solanum mauritianum";"Scop.";"Solanum mauritianum";"Scop.";"Accepted";"species"
8632;"Solanum nudum";"Solanum nudum";"Kunth ex Dunal";"Solanum nudum";"Dunal";"Accepted";"species"
8633;"Solanum polygamum";"Solanum polygamum";"Vahl";"Solanum polygamum";"Vahl";"Accepted";"species"
8634;"Solanum rugosum";"Solanum rugosum";"Dunal";"Solanum rugosum";"Dunal";"Accepted";"species"
8635;"Solanum spp.";"Solanum";"L.";"Solanum";"L.";"Accepted";"genus"
8636;"Solanum torvum";"Solanum torvum";"Sw.";"Solanum torvum";"Sw.";"Accepted";"species"
8639;"Sonneratia alba";"Sonneratia alba";"J.E. Sm.";"Sonneratia alba";"Sm.";"Accepted";"species"
870;"Sophora affinis";"Sophora affinis";"Torr. & A. Gray";"Styphnolobium affine";"(Torr. & A.Gray) Walp.";"Accepted";"species"
8641;"Sophora chrysophylla";"Sophora chrysophylla";"(Salisb.) Seem.";"Sophora chrysophylla";"(Salisb.) Seem.";"Accepted";"species"
8648;"Sophora secundiflora";"Sophora secundiflora";"(Ortega) Lag. ex DC.";"Dermatophyllum secundiflorum";"(Ortega) Gandhi & Reveal";"Accepted";"species"
8642;"Sophora spp.";"Sophora";"L.";"Sophora";"L.";"Accepted";"genus"
8643;"Sophora tomentosa";"Sophora tomentosa";"L.";"Sophora tomentosa";"L.";"Accepted";"species"
8657;"Sorbaria spp.";"Sorbaria";"(Ser. ex DC.) A. Braun";"Sorbaria";"(Ser.) A.Braun";"Accepted";"genus"
935;"Sorbus americana";"Sorbus americana";"Marshall";"Sorbus americana";"Marshall";"Accepted";"species"
936;"Sorbus aucuparia";"Sorbus aucuparia";"L.";"Sorbus aucuparia";"L.";"Accepted";"species"
937;"Sorbus decora";"Sorbus decora";"(Sarg.) C.K. Schneid.";"Sorbus decora";"(Sarg.) C.K.Schneid.";"Accepted";"species"
8658;"Sorbus scopulina";"Sorbus scopulina";"Greene";"Sorbus scopulina";"Greene";"Accepted";"species"
8659;"Sorbus sitchensis";"Sorbus sitchensis";"M. Roem.";"Sorbus sitchensis";"M.Roem.";"Accepted";"species"
934;"Sorbus spp.";"Sorbus";"L.";"Sorbus";"L.";"Accepted";"genus"
8660;"Soulamea amara";"Soulamea amara";"Lam.";"Soulamea amara";"Lam.";"Accepted";"species"
8644;"Spathodea campanulata";"Spathodea campanulata";"P. Beauv.";"Spathodea campanulata";"P.Beauv.";"Accepted";"species"
8645;"Spathodea spp.";"Spathodea";"P. Beauv.";"Spathodea";"P.Beauv.";"Accepted";"genus"
8646;"Spiraeanthemum samoense";"Spiraeanthemum samoense";;"Spiraeanthemum samoense";"A.Gray";"Accepted";"species"
8649;"Spondias dulcis";"Spondias dulcis";"Parkinson";"Spondias dulcis";"G.Forst.";"Accepted";"species"
8650;"Spondias mombin";"Spondias mombin";"L.";"Spondias mombin";"L.";"Accepted";"species"
8656;"Spondias pinnata";"Spondias pinnata";"(L. f.) Kurz";"Spondias pinnata";"(L.f.) Kurz";"Accepted";"species"
8652;"Spondias purpurea";"Spondias purpurea";"L.";"Spondias purpurea";"L.";"Accepted";"species"
8653;"Spondias spp.";"Spondias";"L.";"Spondias";"L.";"Accepted";"genus"
8654;"Stahlia monosperma";"Stahlia monosperma";"(Tul.) Urb.";"Libidibia monosperma";"(Tul.) Gagnon & G.P.Lewis";"Accepted";"species"
8655;"Stemonurus ammui";"Stemonurus ammui";"(Kaneh.) Sleumer";"Stemonurus ammui";"(Kaneh.) Sleumer";"Accepted";"species"
8664;"Sterculia apetala";"Sterculia apetala";"(Jacq.) Karst.";"Sterculia apetala";"(Jacq.) H.Karst.";"Accepted";"species"
8665;"Sterculia fanaiho";"Sterculia fanaiho";;"Sterculia fanaiho";"Setch.";"Accepted";"species"
8666;"Sterculia foetida";"Sterculia foetida";"L.";"Sterculia foetida";"L.";"Accepted";"species"
8667;"Sterculia palauensis";"Sterculia palauensis";"Kaneh.";"Sterculia palauensis";"Kaneh.";"Accepted";"species"
8868;"Sterculia ponapensis";"Sterculia ponapensis";;"Sterculia ponapensis";"Kaneh.";"Accepted";"species"
8675;"Stewartia koreana";"Stewartia koreana";;"Stewartia pseudocamellia";"Maxim.";"Accepted";"species"
8668;"Stewartia malacodendron";"Stewartia malacodendron";"L.";"Stewartia malacodendron";"L.";"Accepted";"species"
8672;"Stewartia ovata";"Stewartia ovata";"(Cav.) Weath.";"Stewartia ovata";"(Cav.) Weath.";"Accepted";"species"
8669;"Streblus anthropophagorum";"Streblus anthropophagorum";"(Seem.) Corner";"Streblus anthropophagorum";"(Seem.) Corner";"Accepted";"species"
8670;"Streblus pendulinus";"Streblus pendulinus";"(Endl.) F. Muell.";"Streblus pendulinus";"(Endl.) F.Muell.";"Unchecked";"species"
8671;"Streblus spp.";"Streblus";"Lour.";"Streblus";"Lour.";"Accepted";"genus"
8647;"Styphnolobium japonicum";"Styphnolobium japonicum";"(L.) Schott";"Styphnolobium japonicum";"(L.) Schott";"Accepted";"species"
8673;"Styrax americanus";"Styrax americanus";"Lam.";"Styrax americanus";"Lam.";"Accepted";"species"
7083;"Styrax grandifolius";"Styrax grandifolius";"Aiton";"Styrax grandifolius";"Aiton";"Accepted";"species"
8674;"Styrax portoricensis";"Styrax portoricensis";"Krug & Urb.";"Styrax portoricensis";"Krug & Urb.";"Accepted";"species"
8676;"Suriana maritima";"Suriana maritima";"L.";"Suriana maritima";"L.";"Accepted";"species"
8679;"Swietenia macrophylla";"Swietenia macrophylla";"King";"Swietenia macrophylla";"King in Hook.";"Accepted";"species"
940;"Swietenia mahagoni";"Swietenia mahagoni";"(L.) Jacq.";"Swietenia mahagoni";"(L.) Jacq.";"Accepted";"species"
8678;"Swietenia spp.";"Swietenia";"Jacq.";"Swietenia";"Jacq.";"Accepted";"genus"
8686;"Syagrus romanzoffiana";"Syagrus romanzoffiana";"(Cham.) Glassman";"Syagrus romanzoffiana";"(Cham.) Glassman";"Accepted";"species"
8683;"Symplocos lanata";"Symplocos lanata";"Krug & Urb.";"Symplocos lanata";"Krug & Urb.";"Accepted";"species"
8684;"Symplocos martinicensis";"Symplocos martinicensis";"Jacq.";"Symplocos martinicensis";"Jacq.";"Accepted";"species"
8685;"Symplocos micrantha";"Symplocos micrantha";"Krug & Urb.";"Symplocos micrantha";"Krug & Urb.";"Accepted";"species"
8687;"Symplocos racemosa";"Symplocos racemosa";"Roxb.";"Symplocos racemosa";"Roxb.";"Accepted";"species"
8689;"Syncarpia glomulifera";"Syncarpia glomulifera";"(Sm.) Nied.";"Syncarpia glomulifera";"Nied.";"Accepted";"species"
8690;"Syncarpia spp.";"Syncarpia";"Ten.";"Syncarpia";"Ten.";"Accepted";"genus"
8691;"Synsepalum dulcificum";"Synsepalum dulcificum";"(Schumach. & Thonn.) Daniell";"Synsepalum dulcificum";"(Schumach. & Thonn.) Daniell";"Accepted";"species"
7092;"Syringa reticulata";"Syringa reticulata";"(Blume) H. Hara";"Syringa reticulata";"(Blume) H.Hara";"Accepted";"species"
8693;"Syringa vulgaris";"Syringa vulgaris";"L.";"Syringa vulgaris";"L.";"Accepted";"species"
8694;"Syzygium aqueum";"Syzygium aqueum";"(Burm. f.) Alston";"Syzygium aqueum";"(Burm.f.) Alston";"Accepted";"species"
8695;"Syzygium brevifolium";"Syzygium brevifolium";;"Syzygium brevifolium";"Müll.Berol.";"Accepted";"species"
8696;"Syzygium carolinense";"Syzygium carolinense";"(Koidz.) Hosok.";"Syzygium carolinense";"(Koidz.) Hosok.";"Accepted";"species"
8697;"Syzygium clusiifolium";"Syzygium clusiifolium";;"Syzygium clusiifolium";"(A.Gray) Müll.Berol.";"Accepted";"species"
896;"Syzygium cumini";"Syzygium cumini";"(L.) Skeels";"Syzygium cumini";"(L.) Skeels";"Accepted";"species"
8699;"Syzygium dealatum";"Syzygium dealatum";;"Syzygium dealatum";"(Burkill) A.C.Sm.";"Accepted";"species"
8698;"Syzygium grande";"Syzygium grande";"(Wight) Wight ex Walp.";"Syzygium grande";"(Wight) Walp.";"Accepted";"species"
8700;"Syzygium inophylloides";"Syzygium inophylloides";;"Syzygium inophylloides";"Müll.Berol.";"Accepted";"species"
8701;"Syzygium jambos";"Syzygium jambos";"(L.) Alston";"Syzygium jambos";"(L.) Alston";"Accepted";"species"
8702;"Syzygium malaccense";"Syzygium malaccense";"(L.) Merr. & L.M. Perry";"Syzygium malaccense";"(L.) Merr. & L.M.Perry";"Accepted";"species"
8707;"Syzygium paniculatum";"Syzygium paniculatum";"Gaertn.";"Syzygium paniculatum";"Gaertn.";"Accepted";"species"
8703;"Syzygium richii";"Syzygium richii";;"Syzygium richii";"(A.Gray) Merr. & L.M.Perry";"Accepted";"species"
8704;"Syzygium samarangense";"Syzygium samarangense";"(Blume) Merr. & L.M. Perry";"Syzygium samarangense";"(Blume) Merr. & L.M.Perry";"Accepted";"species"
8705;"Syzygium samoense";"Syzygium samoense";;"Syzygium samoense";"(Burk.) Whistler";"Accepted";"species"
8706;"Syzygium sandwicense";"Syzygium sandwicense";"(A. Gray) Nied.";"Syzygium sandwicense";"(A.Gray) Müll.Berol.";"Accepted";"species"
8708;"Syzygium spp.";"Syzygium";"P. Br. ex Gaertn.";"Syzygium";"P.Browne ex Gaertn.";"Accepted";"genus"
8709;"Tabebuia chrysantha";"Tabebuia chrysantha";"(Jacq.) G. Nicholson";"Handroanthus chrysanthus";"(Jacq.) S.O.Grose";"Accepted";"species"
8710;"Tabebuia donnell-smithii";"Tabebuia donnell-smithii";"Rose";"Roseodendron donnell-smithii";"(Rose) Miranda";"Accepted";"species"
8712;"Tabebuia haemantha";"Tabebuia haemantha";"(Bertol. ex Spreng.) DC.";"Tabebuia haemantha";"(Bertol. ex Spreng.) DC.";"Accepted";"species"
8713;"Tabebuia heterophylla";"Tabebuia heterophylla";"(DC.) Britton";"Tabebuia heterophylla";"(DC.) Britton";"Accepted";"species"
8714;"Tabebuia pallida";"Tabebuia pallida";"sensu Liogier & Martorell, non Miers";"Tabebuia pallida";"(Lindl.) Miers";"Accepted";"species"
8715;"Tabebuia rigida";"Tabebuia rigida";"Urb.";"Tabebuia rigida";"Urb.";"Accepted";"species"
8716;"Tabebuia rosea";"Tabebuia rosea";"(Bertol.) DC.";"Tabebuia rosea";"(Bertol.) Bertero ex A.DC.";"Accepted";"species"
8717;"Tabebuia schumanniana";"Tabebuia schumanniana";"Urb.";"Tabebuia schumanniana";"Urb.";"Accepted";"species"
8718;"Tabebuia spp.";"Tabebuia";"Gomes ex DC.";"Tabebuia";"Gomes ex DC.";"Accepted";"genus"
8719;"Tabernaemontana aurantiaca";"Tabernaemontana aurantiaca";"Gaudich.";"Tabernaemontana aurantiaca";"Gaudich.";"Accepted";"species"
8720;"Tabernaemontana citrifolia";"Tabernaemontana citrifolia";"L.";"Tabernaemontana citrifolia";"L.";"Accepted";"species"
8722;"Tabernaemontana pandacaqui";"Tabernaemontana pandacaqui";;"Tabernaemontana pandacaqui";"Lam.";"Accepted";"species"
8723;"Tabernaemontana rotensis";"Tabernaemontana rotensis";"(Kaneh.) Fosberg ex Stone";"Tabernaemontana pandacaqui";"Lam.";"Accepted";"species"
897;"Tamarindus indica";"Tamarindus indica";"L.";"Tamarindus indica";"L.";"Accepted";"species"
8727;"Tamarix aphylla";"Tamarix aphylla";"(L.) Karst.";"Tamarix aphylla";"(L.) H.Karst.";"Accepted";"species"
8728;"Tamarix chinensis";"Tamarix chinensis";"Lour.";"Tamarix chinensis";"Lour.";"Accepted";"species"
8729;"Tamarix ramosissima";"Tamarix ramosissima";"Ledeb.";"Tamarix ramosissima";"Ledeb.";"Accepted";"species"
991;"Tamarix spp.";"Tamarix";"L.";"Tamarix";"L.";"Accepted";"genus"
8737;"Tarenna sambucina";"Tarenna sambucina";"(G. Forst.) Durand";"Tarenna sambucina";"(G.Forst.) T.Durand ex Drake";"Accepted";"species"
222;"Taxodium ascendens";"Taxodium ascendens";"Brongn.";"Taxodium distichum  var. imbricatum";"(Nutt.) Croom";"Accepted";"variety"
221;"Taxodium distichum";"Taxodium distichum";"(L.) Rich.";"Taxodium distichum";"(L.) Rich.";"Accepted";"species"
223;"Taxodium mucronatum";"Taxodium mucronatum";"Ten.";"Taxodium huegelii";"C.Lawson";"Accepted";"species"
220;"Taxodium spp.";"Taxodium";"Rich.";"Taxodium";"Rich.";"Accepted";"genus"
8738;"Taxus baccata";"Taxus baccata";"L.";"Taxus baccata";"L.";"Accepted";"species"
231;"Taxus brevifolia";"Taxus brevifolia";"Nutt.";"Taxus brevifolia";"Nutt.";"Accepted";"species"
8739;"Taxus cuspidata";"Taxus cuspidata";"Siebold & Zucc.";"Taxus cuspidata";"Siebold & Zucc.";"Accepted";"species"
232;"Taxus floridana";"Taxus floridana";"Nutt. ex Chapm.";"Taxus floridana";"Nutt. ex Chapm.";"Accepted";"species"
230;"Taxus spp.";"Taxus";"L.";"Taxus";"L.";"Accepted";"genus"
8741;"Tecoma castanifolia";"Tecoma castanifolia";"(D. Don) Melchior";"Tecoma castanifolia";"(D.Don) Melch.";"Accepted";"species"
8743;"Tecoma stans";"Tecoma stans";"(L.) Juss. ex Kunth";"Tecoma stans";"(L.) Kunth";"Accepted";"species"
8744;"Tectona grandis";"Tectona grandis";"L. f.";"Tectona grandis";"L.f.";"Accepted";"species"
8745;"Tectona spp.";"Tectona";"L. f.";"Tectona";"L.f.";"Accepted";"genus"
8749;"Terminalia carolinensis";"Terminalia carolinensis";"Kaneh.";"Terminalia carolinensis";"Kaneh.";"Accepted";"species"
8750;"Terminalia catappa";"Terminalia catappa";"L.";"Terminalia catappa";"L.";"Accepted";"species"
8751;"Terminalia crassipes";"Terminalia crassipes";"Kaneh. & Hatus.";"Terminalia crassipes";"Kaneh. & Hatus.";"Accepted";"species"
8752;"Terminalia edulis";"Terminalia edulis";;"Terminalia ferdinandiana";"Exell";"Accepted";"species"
8754;"Terminalia ivorensis";"Terminalia ivorensis";"A. Chev.";"Terminalia ivorensis";"A.Chev.";"Accepted";"species"
8755;"Terminalia kaernbachii";"Terminalia kaernbachii";;"Terminalia kaernbachii";"Warb.";"Accepted";"species"
8753;"Terminalia litoralis";"Terminalia litoralis";;"Terminalia litoralis";"Seem.";"Accepted";"species"
8756;"Terminalia myriocarpa";"Terminalia myriocarpa";"van Heurck & Mnll. Arg.";"Terminalia myriocarpa";"Van Heurck & Müll.Arg.";"Accepted";"species"
8757;"Terminalia oblonga";"Terminalia oblonga";"(Ruiz & Pav.) Eichler";"Terminalia oblonga";"Steud.";"Accepted";"species"
8758;"Terminalia richii";"Terminalia richii";;"Terminalia richii";"A.Gray";"Accepted";"species"
